Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Twentyten,Twentyeleven,Twentytwelve,Twentythirteen,Twentyfourteen,Twentyfifteen,Twentysixteen,Twentyseventeen,Twentyeighteen,Twentynineteen
Ireland,,,,,,,,,,,12745.36,13034.22,13675.36,14093.17,14452.15,15020.47,15001.86,16015.35,16924.49,17213.71,17540.75,17913.02,18149.66,17977.41,18644.32,19188.87,19098,19986.48,21119.39,22435.98,24315,24642.11,25292.81,25844.34,27224.37,29694.65,31644.89,34745.18,37373.13,40835.69,44101.11,45695.59,47591.89,48236.96,50546.49,52276.24,53466.07,54708.07,51202.36,48110.55,48715.18,48669.79,48573.38,48971.37,52774.5,65432.73,67077.74,71755.97,76662.67,79703.41
"Iran, Islamic Rep.",2978.97,3236.17,3424.16,3578.79,3806.93,4346.7,4708.93,5118.21,5720.75,6479.62,7011.2,7811.9,8702.13,9193.48,9519.47,9021.44,10261.34,9541.83,7936.96,6859.03,4789.23,4366.28,5332.91,5555.02,4862.42,4770.44,4117.2,3987.39,3638.36,3734.66,4134.83,4541.1,4582.33,4556.85,4423.76,4462,4628.62,4588.96,4627.65,4607.53,4816.31,4793.5,5077.91,5453.51,5623.69,5735.61,5954.74,6369.82,6316.37,6309.64,6599.66,6695.08,6122.43,6035.28,6232.94,6070.19,6790.64,6948.7,,
Iraq,,,,,,,,,1454.59,1450.87,1465.97,1493.87,1499.4,1515.44,1703.45,1855.13,2104.57,2076.86,2355.76,2761.82,3345.99,3229.19,3250.2,2752.22,2644.46,2619.88,2680.65,2867.49,2805.64,2656.95,4091.03,1432.17,1845.98,2335.04,2352.54,2329.68,2507.56,2947.03,3853.01,4393.81,4323.73,4293.56,3881.26,2524.38,3792.54,3869.95,4181.4,4168.67,4436.25,4493.18,4657.28,4848.44,5322.39,5508.04,5344.33,5298.1,5930.95,5637.91,5477.65,5591.25
Iceland,,,,,,,,,,,16239.64,18212.79,19056.86,20049.01,20908.28,20775.96,21796.59,23543.63,24766.12,25717.02,26908.77,27738.24,27959.66,26998.35,27815.71,28506.22,30072.6,32286.89,31756.63,31446.84,31568.12,31134.56,29708.44,29794.15,30602.94,30472.87,31694.85,33247.15,35226.96,36210.68,37465.45,38412.14,38330.13,38928.99,41692.1,43635.02,44859.83,47835.38,47889.38,44491.73,43024.92,43700.79,44032.43,45420.99,45853.96,47533.7,49985.1,51045.94,51592.65,51332.14
Israel,8789.02,9456.23,9925.99,10590.45,10987.65,11575.3,11275.72,11122.66,12661.66,14009.45,13965.07,15014.77,16415.98,16645.81,17204.23,17361.13,17032.59,16827.89,17392.03,18003.32,17869.82,18452.9,18486.7,18763.24,18692.44,19107.08,19602.06,20665.11,20916.97,20683.31,21519.97,21828.86,22723.69,23038.57,24117.22,25032.73,25613.56,25963.25,26370.2,26507.85,27741.28,27127.22,26582.38,26360.09,26982.31,27547.83,28571.13,29688.67,30039.84,29601.43,30693.59,31572.9,31695.01,32399.47,32977.96,33071.41,33720.76,34243.01,34749.68,35293.38
Italy,10878.98,11693.43,12335.1,12932.38,13185.27,13501.99,14199.25,15108.81,15996.24,16875.9,17671.34,17908.89,18464.69,19646.76,20592.17,20041.7,21362.91,21817.05,22443.84,23712.64,24475.52,24652.54,24736.16,25016.3,25817.52,26532.24,27289.57,28157.77,29324.64,30295.54,30871.29,31324.53,31564.42,31276.11,31942.35,32863.96,33270.92,33861.93,34465.12,35019.54,36329.25,37017.37,37056.15,36942.94,37227.15,37347.64,37902.31,38272.2,37653.75,35503.15,36000.52,36192.87,35019.47,33978.55,33666.69,33961.44,34459.21,35086.48,35433.79,35613.84
Jamaica,,,,,,,3796.22,3816.01,3985.35,4153.42,4590.04,4632.15,5379.26,5001.79,4715.14,4634.17,4266.41,4104.73,4053.68,3960.16,3681.98,3720.54,3734.41,3742.58,3629.53,3478.73,3510.17,3758.27,3884.71,4139.03,4283.59,4455.07,4502.11,4879.43,4898.7,4965,4911.04,4807.54,4650.38,4656.62,4658.56,4685.91,4747.3,4891.22,4927.63,4944.48,5061.22,5108.06,5041.74,4799.01,4704.05,4759.26,4703.09,4699.27,4704.73,4722.05,4761.94,4785.65,4855.26,4866.99
Jordan,,,,,,,,,,,,,,,,1683.88,2036.77,2113.44,2490.41,2640.63,3043.71,3074.67,3174.65,3107.09,3238.51,3216.91,3310.97,3280.11,3096.02,2567,2470.93,2385.79,2676.52,2651.25,2651.67,2706.19,2678.62,2701.2,2728.37,2772.17,2838.67,2933.9,3045.15,3103.84,3281.46,3434.68,3572.68,3701.82,3787.2,3799.44,3690.11,3587.18,3487.61,3405.47,3353.62,3305.42,3271.09,3262.52,3266.75,3284.03
Japan,8607.66,9396.22,10138.4,10886.16,12031.3,12595.39,13808.7,15196.61,17097.28,18837.18,18699.74,19328.01,20662.7,22138.43,21453.71,21765.67,22464.09,23225.44,24229.62,25343.98,25854.58,26744.56,27443.61,28217.5,29301.37,30646.88,31474,32801.21,34877.66,36422.61,38074.46,39253.64,39488.39,39187.03,39441.59,40368.71,41514.9,41861.75,41277.07,41097.96,42169.73,42239.18,42190.8,42744.01,43671.68,44393.63,44995.49,45687.27,45165.79,42724.76,44507.68,44538.73,45276.87,46249.21,46484.16,47102.58,47403.05,48510.61,48766.13,49187.83
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890.28,5209.68,4936.99,4512.62,4001.67,3738.47,3814.5,3941.12,3933.56,4078.43,4491.59,5106.63,5606.85,6107.71,6647.69,7227.98,7917.2,8523.77,8698.42,8573.71,9070.49,9603.24,9923.42,10368.5,10646.03,10617.47,10582.7,10867.74,11165.54,11518.36
Kenya,537.46,480.43,509.49,536.74,545.42,538.43,597.58,597.29,623.41,650.16,598.46,705.46,796.53,813.05,815.28,792.26,779.45,821.52,845.58,875.85,889.94,888.52,867.71,845.9,828.62,832.49,859.99,878.68,900.69,910.81,917.41,900.35,864.79,840.94,837,848.15,857.95,837.81,841.49,837.41,819.62,827.71,809.96,811.43,829.95,855.23,885.81,920.65,897.6,902.12,951.69,982.98,1000.83,1032.28,1060.1,1093.13,1129.71,1156.43,1201.47,1237.5
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,931.7,944.31,1050.26,1057.23,1096.22,992.77,845.57,714.65,571.31,534.96,564.44,611.42,614.89,627.97,654.31,682.62,676.27,716.26,757.37,747.57,762.52,819.81,880.28,894.82,880.04,921.18,905.17,984.24,1003.51,1021.16,1043.95,1072.49,1090.87,1116.36
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.99,321.28,341.89,351.28,355.15,362.1,398.29,431.2,453.97,474.94,506.58,549.97,613.13,668.88,726.29,763.51,752.8,785.5,827.78,873.95,922.89,972.74,1024.62,1079.63,1135.84,1202.62,1268.97
Kiribati,,,,,,,,,,,2393.94,2301.81,2540.75,3027.67,4336.13,4503.15,3249.97,3054.18,3040.8,2649.75,2181,2080.73,2194.41,2147.02,2214.64,2021.31,1958.12,1732.53,1841.07,1734.89,1683.06,1653.55,1644.09,1637.58,1645.09,1622.8,1625.63,1626.25,1703.81,1648.96,1722.46,1668.41,1702.72,1706.97,1648.28,1695.68,1658.6,1654.06,1582.83,1561.25,1516.81,1514.5,1561.4,1604.28,1571.23,1710.66,1773.03,1763.23,1777.71,1790.48
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,4301.03,4493.06,4862.56,5303.5,5416.23,5475.54,5572.58,6107.36,6682.23,7476.86,8051.55,8880.95,9434.19,9917.69,9703.88,10039.06,10607.77,11040.73,11508.69,12066.14,12775.5,12605.42,12894,14087.32,14689.57,14863.73,14169.51,14560.52,15790.51,15772.17,15721.11,16542.48,15737.56,15508.77,15654.6,15170.9,15846.61,16695.75,16726.67,17059.09,16586.75,16942.82,17241.59
"Korea, Rep.",932.04,967.55,976.9,1035.77,1104.63,1155.71,1262.19,1345.02,1487.19,1665.61,1793.45,1943.88,2045.38,2308.92,2485.6,2635.76,2936.98,3248.25,3549.69,3799.42,3679.11,3884.62,4143.98,4629.53,5055.25,5398.12,5950.09,6641.41,7365.09,7808.4,8495.58,9318.54,9793.86,10361.64,11208.68,12163.34,12998.67,13671.96,12877.37,14252.34,15414.29,16038.73,17178.17,17627.21,18470.02,19225.01,20131.07,21191.25,21664.61,21724.24,23087.23,23754.77,24197.94,24850.35,25485.58,26063.71,26725.5,27492.58,28091.39,28605.73
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41801.26,41512.5,40464.85,39178,36101.08,36068.14,35145.62,35633.81,41331.38,44759.07,47987.46,49344.52,49578.5,47900.44,41907.01,38577.5,39940.04,40287.3,38698.89,37158.65,35969.35,35886.99,33359.43,33112.19,32697.33
Latin America & Caribbean (excluding high income),3625.46,3758.5,3832.35,3813.31,3994.78,4094.93,4135.81,4208.27,4437.82,4596.23,4787.84,4981.45,5229.3,5574.83,5806.01,5914.68,6139.22,6280.99,6364.85,6627.28,6868.4,6727.14,6572.46,6276.3,6376.2,6472.83,6623.5,6701.72,6624.95,6566.61,6464.11,6560.35,6582.35,6703.84,6890.23,6856.61,6973.15,7205.32,7234.54,7123.23,7283.75,7228.69,7142.04,7148.71,7497.76,7722.78,8036.03,8390.29,8626.56,8362.7,8767.06,9048.16,9189.25,9340.79,9330.24,9228.46,9093.63,9175.02,9229.38,9217.35
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,422.96,432.16,440.57,421.91,401.58,445.49,462,468.56,481.3,496.57,523.94,547.97,573.55,600.93,613.32,646.73,672.88,700.28,730.43,763.16,799.41,842.91,900.78,953.09,1010.39,1068.17,1140.6,1213.18,1290.84,1373.81,1456.47,1538.85,1621.74,1706.79,1785.58,1840.5
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4310.66,2442.74,3006.4,4310.51,4767.12,5003.81,5159.48,5297.6,5761.12,5745.9,5899.93,5783.97,5716.66,5715.69,5641.09,5549.56,5685.73,5677.67,5691.76,6211.8,6778.85,7397.51,7761.65,7453.82,7179.12,6978.95,6753.61,6487.9,6411.99,6370.89,6214.36,5858.24
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.31,609.68,617.81,424.23,427.21,438.25,457.7,482.12,495.68,501.62,513.45,538.12,564.52,597.38,586.23,571.45,548.27,548.01,541.27,516.26
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8779.89,8963.67,8667.56,8448.12,9395.77,9660.95,10642.9,11164.81,11699.31,11844.93,11607.2,12064.78,4539,10066.58,8649.9,6530.86,5899.9,5669.73,7085.81,8038.58,8122.17
St. Lucia,,,,,,,,,,,,,,,,,,3613.42,3926.28,4014.28,3868.97,4057.74,4089.05,4236.9,4481.55,4777.93,5372.22,5480.32,6124.54,6555.58,7087.47,7013.74,7477.27,7434.4,7466.09,7504.19,7621.59,7464.41,7824.37,7931.02,7847.09,7510.18,7484.06,7747.91,8244.93,8130.66,8531.84,8559.3,8857.6,8496.58,8540.41,8933.85,8860.37,8537.21,8649.2,8491.99,8786.51,9046.27,9237.37,9350.75
Latin America & Caribbean,3681.36,3816.57,3891.47,3884.56,4060.91,4159.92,4218.89,4292.43,4516.15,4679.94,4866.98,5065.86,5299.37,5620.1,5839.22,5918.08,6140.73,6293.44,6394.8,6667.69,6917.04,6792.43,6616.82,6312.7,6416.18,6513.82,6670,6758.98,6697.64,6660.99,6560.9,6666.23,6714.33,6845.69,7038.43,7027.16,7156.51,7404.58,7452.52,7350.73,7519.07,7479.41,7399.88,7416.99,7786.97,8017.5,8337.27,8692.48,8928.37,8660.21,9065.81,9356.82,9512.75,9673.37,9667.66,9578.43,9452.25,9527.91,9588.3,9578.66
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,552.51,552.9,546.54,543.3,541.62,537.6,541.52,547.99,547.84,545.78,533.88,528.21,515.81,497.31,487.63,503.62,519.51,530.67,538.17,546.82,555.31,570.12,585.75,602.06,626.53,660.65,694.18,734.11,768.18,785.88,813.27,828.98,848.28,876.68,904.14,915.2,929.9,952.51,971.62,991.2
Low income,,,,,,,,,,,,,,,,,,,,,,,633.87,629.5,612.76,598.3,605.2,616.84,619.9,615.11,588.87,575.26,545.49,528.3,511.45,520.71,531.01,541.1,545.07,548.01,548.54,561.04,568.78,581.26,597.15,620.78,644.16,673.73,697.95,712.71,734.2,738.66,736.86,759.47,777.85,774.29,784.14,797.72,805.36,815.2
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141200.38,,,,,,,,,
Sri Lanka,,585.91,594.14,595,603.85,604.64,619.96,644.2,665.58,700.67,711.84,706.32,689.65,724.41,738.34,769.15,780.18,805.01,835.3,873.45,909.32,946.24,970.91,1003.19,1039.54,1076.14,1107.1,1110.29,1121.96,1132.42,1189.66,1229.49,1269.03,1342.37,1404.25,1469.43,1514.94,1602.94,1669.78,1732.38,1825.14,1784.19,1840.26,1933.19,2021.31,2130.13,2275.89,2412.69,2538.09,2609.69,2799.65,3014.58,3286.01,3371.18,3505.55,3647.39,3769.16,3860.15,3946.19,4011.68
Lower middle income,579.5,578.74,578.12,609.18,635.4,633.4,622.97,623.33,634.74,669.92,709.88,718.96,724.3,738.74,757.54,768.77,791.88,819.26,832.37,823.71,841.15,836.25,836.08,838.5,841.88,854.9,864.5,871.67,900.73,918.58,926.35,908,906.59,891.03,886.91,903.97,934.08,947.64,970.44,1003,1025.94,1053.61,1083.72,1133.74,1195.33,1253.39,1317.65,1385.43,1421,1466.81,1542.65,1592.38,1647.74,1712.67,1784.95,1858.02,1933.56,2010.03,2084.05,2144.48
Low & middle income,982.53,991.86,1012.09,1035.88,1089.23,1123.52,1144.71,1159.65,1207.49,1269.51,1338.63,1390.36,1445.28,1517.5,1574.31,1603.55,1676.26,1712.24,1726.63,1761.29,1792.85,1786.79,1796.48,1780,1819.83,1860.17,1897.57,1944.88,1978.18,1993.12,1995.75,1984.45,1965.55,1983.72,1996.2,2032.96,2097.34,2164.9,2174.63,2211.38,2300.86,2345.86,2412.33,2508,2664.27,2812.46,2993.75,3203.63,3337.34,3372.01,3576.05,3740.68,3882.33,4029.52,4155.91,4265.05,4392.32,4551.31,4704.34,4832.15
Lesotho,261.8,261.8,296.29,321.49,341.2,341.54,333.11,361.6,352.43,349.98,349.6,359.21,350.33,432.48,468.18,394.4,425.96,504.07,579.12,578.74,547.07,535.86,544.89,541.42,557.21,558.1,570.94,562.61,598.04,619.2,642.3,671.75,702.46,711.17,737.87,747.19,774.45,789.36,789.67,784.7,809.87,837.51,846.03,889.64,910.29,946.48,989.57,1038.97,1108.88,1131.06,1137.28,1193.27,1266.66,1310.89,1338.85,1363.93,1421.74,1391.94,1374.65,1384.23
Late-demographic dividend,943.94,937.63,954.66,967.25,1008.36,1047.3,1088.97,1092.7,1140.86,1224.74,1315.07,1394.55,1477.11,1587.39,1657.36,1706.49,1798.85,1885.8,1958.59,2074.83,2217.18,2183.64,2187.36,2167.32,2290.44,2421.61,2527.56,2635.73,2712.08,2790.58,2758.3,2734.47,2685.58,2744.76,2806.59,2914.51,3011.52,3132.38,3168.74,3272.29,3467.43,3604.49,3778.43,3989.82,4276.97,4554.64,4921,5360.89,5674.68,5788,6192.39,6567.63,6882.03,7197.02,7485.9,7736.53,7982.7,8321.59,8687.84,9023.9
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318.33,5634.9,6147.41,6654.48,6625.82,6928.26,7441.35,8008.47,8924.65,9616.61,10529.81,11491.68,12918.32,13394.88,11537.94,11957.08,12967.15,13646.02,14275.34,14903.71,15350.46,15944.13,16855.42,17637.25,18427.15
Luxembourg,27085.59,27867.78,27902.53,28563.8,30467.45,29901.42,30015.24,29981.52,31156.39,34096.06,35457.24,36057.45,37973.16,40677.9,41842.22,38667.87,39452.1,40001.88,41557.31,42432.56,42637.32,42277.6,42720.8,43986.08,46659.49,47869.48,52413.05,54131.92,58288.77,63380.47,65921.91,70667.24,71003.67,72999.74,74763.87,74776.81,74790.07,78075.53,81771.44,87516.45,93462.92,94695.34,97287.6,97678.46,99778.47,101380.77,104943.44,111968.35,108577.35,101939.61,104965.31,105264.75,102404.61,103721.75,105658.52,107638.21,110162.12,109452.96,110701.88,111062.34
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140.98,5331.59,5866.38,6298.9,6529.96,6962.11,7498.26,8125.7,8896.78,9744.66,10908.81,12318.13,13662.33,13344.65,11635.14,11348.41,12283.29,12950.76,13394.95,13780.66,14346.95,14735.49,15429.7,16216.7,16697.69
Macao,,,,,,,,,,,,,,,,,,,,,,,16452.7,17423.93,18134.42,17520.54,17929.06,19654.77,20358.09,20609.44,21540.38,21708.6,24006.01,24713.11,25245.77,25556.17,24940.52,24376.36,22792.91,21788.85,22534.83,22648.11,24076.16,26219.05,32428.46,34224.8,37922.27,42479.63,43006.83,42651.19,52253.16,62122.02,66271.47,71992.15,69580.56,53478.79,52163.19,56423.29,58641.63,55110.51
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,815.39,875.34,939.43,995.06,1019.25,1053.65,1057.25,1072.59,1109,1166.94,1263.89,1309.19,1306.47,1336.04,1351.21,1295.5,1377.42,1363.27,1417.28,1469.2,1571.64,1535.14,1684.41,1699.96,1725.71,1816.84,1747.3,1704.7,1854.47,1727.31,1913.11,1857.73,1966.51,1962.99,1976.09,2095.17,2134.85,2235.42,2315.19,2363.44,2512.86,2571.26,2691.27,2771.05,2839.93,2948.85,2995.45,3087.12,3125.08,3222.05,3212.82,3305.42,3361.22,3396.06
Monaco,,,,,,,,,,,85789.02,89372.18,92243.21,96728.15,99440.99,97059.09,100046.62,102457.48,105373.17,107828.31,108206.73,107528.26,108289.89,107750.84,107766.35,108383.64,110242.46,112489.59,117416.98,121988.63,124647.63,125130.84,125808.88,123497.1,125034.67,126513.77,126767.54,128422.79,131759.2,134877,138830.01,140455.99,140444.45,140485.87,142465.42,143694.47,150491.38,170534.7,169963.63,149242.72,150725.19,159431.47,159100.19,172289.89,182611.36,189548.14,194368.41,186185.11,196061.42,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.89,1531.52,1562.51,1460.88,1413.89,1446.63,1538.31,1662.15,1776.84,1913.06,2061.55,2166.51,2236.69,2415.74,2273.67,2437.53,2580.84,2565.96,2798.77,2940.49,2953.72,3119.56,3321.62,3527.37,3715.77
Madagascar,818.82,815.73,814.16,786.92,797.91,774.47,770.51,792.36,824.62,832.93,853.63,863.34,829.19,785.32,778.93,766.78,722.46,718.76,679.91,725.79,711.95,623.94,594.67,582.97,576.45,566.74,561.74,552.56,555.49,561.9,563,512.29,503.23,498.64,483.51,476.71,472.01,474.26,477.5,484.44,490.49,504.02,428.21,456.12,465.97,473.92,485.13,498.23,516.71,482.34,471.96,466.35,467.44,465.39,468.11,469.94,475.75,481.38,490.1,500.16
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599.64,4864.56,5179.97,5472.51,5702.73,5797.6,5434.6,5673.46,6272.39,6467.48,5471.7,6734.43,7087.65,7572.8,6827.65,7076.66,7384.85,7251.68,7436.06,7624.77,7501.55,7631.47,7807.7,8033.33,8209.46
Middle East & North Africa,,,,,,,,,3429.86,3722.42,4303.97,4702.08,5320.07,5791.22,6192.86,5875.76,6577.29,6598.55,6100.78,6189.57,5937.18,5830.89,5530.63,5209.04,4980.64,4792.24,4688.01,4554.84,4556.49,4553.02,4973.03,5047.09,5194.47,5216.07,5235.25,5245.44,5381.49,5454.22,5595.24,5585.38,5795.47,5755.95,5739.42,5941,6292.91,6480.6,6730.52,6929.51,7086.48,6969.68,7169.34,7281.8,7413.9,7465.99,7536.68,7572.76,7806,7802.19,7851.63,7857.23
Mexico,3907.49,3977.13,4035.33,4229.16,4587.85,4762.95,4898.34,5026.51,5332.58,5347.78,5524.27,5561.18,5841.22,6117.59,6287.63,6465.77,6571.23,6618.14,7029.24,7520.98,8016.88,8494.01,8253.45,7784.86,7872.46,7872.02,7470.79,7445.85,7393.11,7548.98,7790.8,7970.14,8104.29,8117.09,8373.51,7717.72,8109.2,8530.36,8835.88,8946.13,9253.97,9088.05,8960.55,8967.03,9190.74,9270.66,9547.33,9622.05,9587.64,8947.74,9271.4,9477.89,9690.87,9693.72,9839.05,10037.2,10205.8,10301.36,10403.54,10275.63
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,2263.75,2270.93,2505.75,2483.87,2220.57,2636.39,2749.12,2834.86,2681.25,2668.51,2608.33,2746.87,2877.61,3023.44,3256.07,2916.21,2732.73,2715.4,2677.75,2696.37,2842.95,2895.93,2791.25,2764.99,2788.14,2781.15,2843.68,2645.84,2680.41,2876.99,2846.91,2770.31,2862.15,2823.29,2855.24,2877.72,2977.8,3066.98,
Middle income,1012.71,1024.59,1043.8,1069.25,1126.76,1162.9,1185.41,1201.72,1252.43,1317.69,1391.17,1445.7,1505.16,1582.17,1642.07,1673.66,1751.12,1789.64,1806.62,1844.47,1878.76,1872.96,1884.19,1867.19,1911.21,1955.72,1995.95,2046.56,2082.82,2100.06,2105.31,2095.27,2078.19,2100.31,2116.39,2157.1,2227.51,2301.45,2313.51,2354.98,2453.87,2504.24,2578.44,2684.32,2856.23,3019.28,3218.92,3449.92,3598.6,3639.72,3866.19,4051.16,4211.7,4376.68,4519.51,4645.72,4791.32,4972.31,5148.09,5296.54
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3853.9,3621.39,3391.54,3145.54,3093.86,3056.99,3083.59,3112.11,3197.33,3315.74,3448.81,3329.9,3369.6,3436.95,3591.26,3755.02,3942.45,4193,4418.41,4398.89,4542.9,4645.28,4620.1,4751.15,4919.53,5105.4,5247.24,5300.81,5442.49,5634.38
Mali,,,,,,,,340.94,349.01,345.01,360.79,364.21,379.04,367.04,355.06,389.37,434.74,454.38,439.94,476.93,447.69,445.36,403.91,402.73,393.76,465.36,470.62,463.59,491.19,503.97,482.47,527.54,498.17,500.58,505.72,497.02,518.46,529.67,555.14,571.22,555.04,621.92,622.18,658.19,647.57,667.94,676.43,677.08,686.17,696.08,710.27,711.11,684.65,680.39,707.87,729.78,749.22,766.48,778.36,793.45
Malta,,,,,,,,,,,3746.28,3837.58,4064.99,4237.03,4665.43,5537.17,6446.55,7203.83,7924.94,8668.02,9182.3,9416.9,9427.62,9238.74,9323.86,9398.34,9601.7,9927.78,10675.12,11436.4,12037.56,12450.58,12900.84,13344.95,13967.84,14750.55,15207.56,15886.34,16592.42,17272.87,18323.65,18297.18,18703,19053.03,19009.41,19603.3,19889.19,20610.06,21161.64,20485.56,21107.36,21303.76,21702.99,22435.94,23925.66,25897.96,26787.69,27750.68,28758.45,28942.89
Myanmar,153.34,150.77,153.58,170.32,156.77,169.66,157.76,144.99,158.69,160.1,164.16,167,167.13,161.73,166.5,169.49,175.76,182.08,189.67,195.17,206.09,214.48,221.69,226.62,233.01,235.01,228.19,215.13,187.47,191.31,193.83,190.02,205.86,215.81,229.31,242.34,254.76,265.72,277.71,304.3,342.14,376.88,417.98,471.43,530.79,598.07,671.45,747.12,818.65,899.24,979.05,1025.89,1092.06,1174.05,1257.48,1335.2,1402.28,1482.66,1573.15,1608.49
Middle East & North Africa (excluding high income),,,,,,1960.41,2048.79,2184.82,2380.67,2613.5,2787.6,2966.68,3291.75,3434.26,3569.69,3495.15,3928.08,3781.18,3444.98,3242.92,2774.62,2666.11,2992.46,3035.55,2891.79,2896.31,2728.62,2698.13,2601.51,2598.78,2833.48,2723.66,2783.17,2795.05,2773.11,2784.37,2894.79,2932.19,3074.67,3148.5,3230.33,3244.54,3294.52,3327.79,3532.85,3629.48,3762.62,3923.13,3990.67,4020.94,4157.9,4045.84,4084.7,4079.8,4092.12,4050.51,4292.33,4344.13,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014.11,5275.88,4793.05,4950.22,4984.57,5059.15,5164.1,5383.12,5599.88,6072.03,6476.6,6932.07,6516.36,6682.28,6890.77,6697.44,6928.37,7045.11,7279.88,7492.85,7845.37,8245.68,8545.48
Mongolia,,,,,,,,,,,,,,,,,,,,,,1440.62,1521.95,1570.55,1621.17,1668.5,1774.66,1784.54,1825.09,1855.8,1761.22,1583.62,1420.65,1363.66,1382.21,1459.12,1479.79,1524.83,1562.43,1596.47,1600.49,1632.65,1693.35,1793.25,1961.84,2079.13,2228.42,2423.67,2601.2,2527.96,2643.29,3043.86,3353.09,3669.52,3880.35,3895.41,3866.24,3997.49,4210.86,4350.16
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24927.11,25233.23,24745.65,21880.39,20613.22,19460.43,17494.33,14542.39,14804.25,13655.09,13652.92,13860.75,14249.99,14626.25,18630.82,23239.7,18577.79,
Mozambique,,,,,,,,,,,,,,,,,,,,,237.83,243.79,221.82,183.24,168.66,168.64,164.19,188.66,204.58,217.06,216.17,220.96,200.3,212.8,217.96,215.17,232.12,251.47,269.58,293.61,289.26,315.15,334.48,347.16,363.78,376.89,401.95,421.18,439.64,454.78,471.18,492.34,513.74,534.51,558.21,579.09,584.21,588.74,591.44,587.27
Mauritania,,1382.39,1352.12,1286.7,1594.8,1797.49,1748.11,1756.46,1877.76,1844.54,2004.32,1980.98,1908.68,1767.87,1925.02,1773.01,1868.7,1780.6,1720.53,1750.95,1757.75,1765.84,1674.74,1687.5,1586.93,1589.19,1634.41,1621.09,1605.7,1638.72,1568.2,1555.28,1543.96,1593.09,1505.32,1611.61,1662.79,1555.76,1558.85,1574.86,1473.68,1422.85,1403.2,1458.9,1485.27,1567.21,1802.26,1716.77,1662.44,1616.42,1610.92,1629.44,1652.71,1671.29,1692.46,1732.59,1705.03,1715.61,1703.86,1756.1
Mauritius,,,,,,,,,,,,,,,,,2404.94,2521.05,2583.64,2628.35,2324.38,2424.91,2527.12,2513.6,2604.32,2762.76,3008.82,3251.92,3448.94,3575.45,3805.21,3931.32,4132.62,4291.47,4406.84,4556.44,4762.09,4970.31,5216.96,5285.55,5663.19,5806.71,5859.66,6162.12,6388.75,6463.92,6746.89,7100.86,7456.37,7683.12,8000.38,8313.27,8580.09,8848.89,9163.63,9476.67,9833.61,10199.48,10577.2,10949.24
Malawi,238.46,250.66,246.34,237.05,237.42,263.09,290.5,303.77,290.32,299.5,293.16,331.86,343.34,341.94,356.55,367.74,374.92,381.5,405.98,411.37,401.48,370.64,371.03,375.01,382.25,383.02,362.35,346.76,337.25,325.26,331.75,353.35,324.55,355.11,317.59,367,386.84,392.04,396.22,396.92,392.52,363.76,361.04,372.53,383.09,385.46,392.76,418.59,437.9,460.92,478.67,487.73,482.92,493.82,507.54,507.55,506.25,512.65,515.11,523.6
