Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Twentyten,Twentyeleven,Twentytwelve,Twentythirteen,Twentyfourteen,Twentyfifteen,Twentysixteen,Twentyseventeen,Twentyeighteen,Twentynineteen
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.66,12393.6,12318.22,12313.04,12666.69,13462.99,14047.84,13979.36,13946.62,14160.91,14806.58,15294.63,15577.39,16143.26,16930.19,18011.39,19193.75,20151.18,20520.78,19424.27,19808.07,20118.59,19929.76,19826.79,20343.68,21381.7,21863.64,22754.75,23324.23,23833.52
Germany,,,,,,,,,,,19679.54,20258.83,21029.17,21964.55,22151.42,22041.45,23231.74,24063.77,24809.3,25827.56,26137.15,26235.49,26156.77,26637.8,27484.62,28187.37,28818.91,29178.14,30141.85,31075.1,32427.38,33836.42,34227.57,33670.29,34358.34,34783.29,34967.48,35539.13,36251.19,36913.19,37930.49,38509.61,38368.62,38073.76,38535.17,38835.38,40362.29,41622.36,42102.85,39804.92,41531.93,43969.26,44070.92,44139.03,44933.72,45321.4,45959.57,46916.82,47490.52,47628.03
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.27,,,,,,,,,
Dominica,,,,,,,,,,,,,,,,,,2618.87,2861.9,2315.56,2612.94,2896.09,3027.94,3127.02,3286.13,3362.42,3633.41,3899.75,4242.01,4262.94,4513.33,4577.03,4658.69,4740.13,4727.59,4867.08,5029.65,5164.1,5390.6,5436.83,5578.81,5574.42,5403.08,5724.8,5875.81,5897.02,6160.49,6544.79,7007.66,6923.34,6967.27,6947.97,6869.64,6796.06,7091.46,6891.12,7055,6561.41,6694.35,7055.47
Denmark,20537.55,21695.61,22747.29,22712.58,24620.46,25542.17,26032.38,27256.32,28595.26,30288.64,30541.93,31241.86,32284.28,33403.13,32874.79,32302.67,34130.58,34660.81,35322.58,36599.24,36378.21,36146.15,37505.53,38505.63,40130.84,41720.67,43708.24,43763.91,43736.69,43992.48,44569.01,45073.02,45803.39,45655.92,47928.38,49122.87,50262.23,51685.99,52640.95,54013.79,55850.63,56108.96,56190.81,56256.76,57608.74,58792.66,60892.77,61174.54,60504.78,57229.04,58041.4,58575.61,58487.79,58788.08,59437.95,60402.13,61877.98,62733.02,63915.47,65147.43
Dominican Republic,1323.82,1250.65,1416.15,1459.7,1509.08,1279.63,1407.61,1410.96,1372.88,1478.7,1699.03,1831.84,1967.71,2162.79,2233.28,2289.69,2383.01,2440.78,2433.58,2484.56,2621.48,2672.89,2659.23,2723.1,2699.7,2588.25,2625.49,2834,2838.78,2906.77,2695.98,2670.18,2914.51,3071.88,3095.46,3214.74,3349.72,3587.96,3768.27,3930.45,4051.5,4089.7,4211.64,4096.12,4143.28,4472.71,4818.74,5109.48,5207,5191.14,5555.39,5660.52,5745.42,5955.18,6301.7,6661.87,7026.18,7273.35,7697.72,8005.11
Algeria,2481.76,2091.43,1638.75,2146.94,2214.88,2290.66,2121.14,2256.53,2429.05,2559.32,2708.47,2335.79,2895.8,2925.12,3058.83,3124.42,3291.7,3366.84,3571.59,3726.37,3643.7,3638.92,3752.82,3833.82,3925.42,3949.46,3850.1,3715.1,3577.26,3636.08,3572.3,3443.66,3424.21,3278.65,3182.55,3240.99,3315.24,3298,3414.56,3474.27,3557.64,3616.68,3770.83,3991.08,4108.2,4290.53,4299.75,4377.5,4409.81,4403.87,4480.8,4524.72,4588.15,4623.09,4702.17,4777.43,4830.2,4793.95,4764.46,4710.58
East Asia & Pacific (excluding high income),289.76,257.53,253.87,261.81,280.66,300.78,314.67,303.79,303.82,327.3,358.9,372.96,382.36,404.55,412.83,431.02,438.05,464.48,498.19,525.39,556.83,580.07,604.6,638.08,686.94,724.44,761.66,814.15,876.33,912.97,946.99,1006.63,1099.26,1202.7,1313.46,1423.12,1531.51,1619.74,1629.42,1710.79,1821.06,1925.23,2058.27,2219.17,2397.49,2609.24,2867.78,3192.54,3436.66,3674.97,4005.49,4313.71,4604.47,4900.37,5199.32,5503.86,5817.7,6158.47,6513.24,6853.4
Early-demographic dividend,1140.42,1162.8,1183.8,1217.62,1287.24,1324.2,1344.8,1383.98,1446.94,1500.56,1590.67,1644.48,1716.66,1801.9,1871.58,1867.71,1959.99,1985.39,1957.62,1975.29,1962.65,1984.84,1937.12,1891.16,1881.66,1853.35,1863.59,1873.28,1897.55,1889.07,1953.78,2005.91,2045.26,2069.32,2087.98,2103.98,2176.83,2236.26,2237.42,2230.81,2288.8,2272.15,2268.82,2338.68,2454.97,2562.69,2677.21,2789.7,2841.68,2816.25,2944.93,3045.72,3129.45,3217.92,3300.8,3406.44,3523.06,3640.07,3736.87,3793.12
East Asia & Pacific,1283.2,1354.1,1419.16,1494,1614.77,1681.31,1785.43,1891.63,2038.7,2216.06,2227.35,2282.28,2394.76,2523.3,2484.15,2520.57,2583.25,2672.02,2779.51,2896.88,2957.06,3046.17,3114.76,3190.85,3324.41,3454.76,3555.74,3704.11,3915.57,4051.83,4195.21,4320.89,4410.66,4493.55,4630.29,4809.36,4996.54,5112.46,5053.66,5154.63,5357,5452.54,5603.13,5796.75,6051.32,6311.1,6612.49,6992.04,7188.32,7238.31,7697.99,7999.3,8318.09,8655.92,8957.2,9270.53,9584.2,9972.65,10325.86,10657.28
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6554.88,6420.92,6074.08,5406.62,5071.82,4493.39,4409.98,4398.46,4521.59,4443.15,4543.67,4920.67,5042.18,5315.84,5677.89,6139.49,6581.12,7105.63,7632.33,7918.21,7409.32,7780.77,8218.41,8491.45,8775.26,8908.47,8922.93,8998.37,9297.08,9517.7,9630.59
Europe & Central Asia,,,,,,,,,,,11561.82,11903.35,12362.34,12986.41,13184.72,12990.06,13481.89,13772.05,14103.68,14525.97,14651.66,14629.71,14680.22,14877.06,15183.84,15510.8,15844.12,16228.54,16805.52,17300.91,17616.21,17608.74,17427.78,17219.15,17359.7,17698.45,17982.13,18479.14,18933.61,19462.75,20272.09,20710.07,21021.71,21350.59,21978.73,22518.55,23341.73,24113.4,24263.93,23091.39,23604.68,24111.58,24090.22,24191.46,24516.15,24906.36,25267.89,25864.52,26329.17,26631.99
Ecuador,2238.01,2287.01,2332.14,2314,2414.72,2422.41,2344.68,2382.18,2357.52,2396.48,2487.73,2568.92,2621.47,2903.42,3139.42,3388.72,3541.44,3502.79,3605.69,3643.4,3681.51,3789.28,3716.58,3611.63,3614.72,3664.69,3699.3,3600.64,3721.59,3670.12,3716.27,3786.35,3778.5,3766.82,3840.83,3842.6,3826.31,3908.98,3954.94,3693.71,3663.66,3741.87,3827.36,3865.05,4112.67,4258.42,4372.09,4393.72,4596.15,4547.51,4633.59,4921.85,5122.18,5295.68,5412.13,5330.54,5176.06,5205.76,5180.6,5097.07
"Egypt, Arab Rep.",578.35,591.9,598.52,644.08,699.46,714.83,731.56,718.61,689.32,708.03,730.11,742.56,748.49,758.07,753.31,802.75,889.2,947.46,1005.62,1026.69,1102.31,1154.23,1236.85,1266.79,1354.3,1395.21,1422.6,1437.65,1476.2,1509.57,1556.87,1539.02,1573.82,1586.64,1616.87,1658.32,1706.35,1764.27,1825.83,1898.64,1980.97,2012.38,2022.07,2048.22,2093.35,2147.82,2254.51,2372.38,2497.34,2565.77,2644.82,2635.19,2634.85,2632.06,2648.29,2703.74,2761.39,2817.32,2907.32,3008.84
Euro area,10732.45,11334.53,11950.71,12559.2,13135.37,13672.1,14276.16,14932.14,15668.77,16659.9,17530.59,18096.54,18858.93,19896.82,20420.23,20162.29,21081.57,21644.92,22232.28,22992.35,23386.91,23417.46,23520.87,23798.01,24320.89,24835.63,25395.18,25969.33,26999.25,27987.15,28857.52,29477.78,29750.41,29434.43,30071.45,30722,31164.68,31932.63,32835.82,33725.79,34913.81,35549.2,35714.53,35769.78,36393.17,36815.84,37826.73,38758.87,38732.34,36869.09,37567.13,38284.07,37859.06,37635.42,38031.93,38718.37,39343.86,40262.41,40954,41387.57
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.25,448.8,548.99,568.32,623.14,672.81,681.25,671.91,635.18,666.85,657.45,610.49,592.29,584.57,560.74,553.88,488.88,498.53,501.36,537.49,,,,,,,,
Spain,7375.7,8172.61,8903.77,9673.01,10085.78,10600.72,11253.03,11597.84,12202.34,13158.89,13571.92,14032.81,15009.8,16001.05,16716.47,16626.35,16995.09,17298.56,17383.45,17238.03,17477.87,17331.07,17442.06,17664.54,17905.29,18254.68,18792.33,19783.39,20747.18,21714.58,22512.76,23027.25,23127.68,22770.73,23202.67,23737.48,24267.74,25061.01,26053.91,27113.73,28408.81,29321.89,29700.16,30037.62,30445.75,31029,31760.6,32301.97,32072.76,30593.61,30502.72,30147,29235.83,28910.76,29398.61,30549.79,31449.28,32282.9,32897.48,33349.71
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6742.53,6775.14,7209.4,7677.7,8778.97,9247.52,9183.13,10062.44,10732.27,11535.16,12486.11,13411.04,14768.06,16299.15,17613.75,16762.28,14370.51,14790.82,15940.16,16497.21,16778.9,17325.52,17633.59,18092.36,19109.31,19949.58,20741.91
Ethiopia,,,,,,,,,,,,,,,,,,,,,,228.64,224.43,235.61,221.74,190.83,202.72,223.55,217.51,209.63,208.08,186.52,164.34,179.4,178.8,183.55,199.92,200.03,187.52,191.57,197.43,207.75,204.94,194.87,215.15,233.94,252.21,273.49,294.81,312.03,341.55,369.2,389.94,419.18,449.42,482.64,514.06,548.42,570.65,602.17
European Union,,,,,,,,,,,14960.09,15425.12,16055.8,16915.09,17332.23,17117.84,17859.62,18284.37,18757.42,19393.26,19706.35,19724.24,19820.14,20053.04,20503.76,20935.37,21417.21,21893.86,22732.73,23544.75,24256.94,24622.5,24832.4,24611.78,25202.07,25824.57,26270.99,26930.22,27706.15,28479.58,29555.97,30163.08,30432.01,30605.42,31284.64,31775.68,32779.8,33700.31,33809.38,32269.11,32931.64,33597.45,33298.81,33198.91,33640.01,34357.86,34988.04,35890.08,36607.52,37104.03
Fragile and conflict affected situations,1508.46,1490.68,1567.45,1608.26,1674.7,1706.28,1665.32,1578.6,1610,1677.57,1818.2,1876.73,1866.56,1923.41,1989.54,1951.51,2039.82,2087.9,2041.25,2062.51,2039.78,1931.83,1853.98,1718.45,1688.16,1687.21,1714.1,1736.06,1768.41,1657.48,1772.48,1680.35,1725.73,1702.5,1648.95,1650.96,1661.12,1719.13,1761.58,1728.7,1742.96,1765.35,1722.54,1636.69,1818.5,1909.75,2003.5,2088.42,2155.65,2164.83,2205.1,2168.22,2281.05,2314.09,2287.8,2280.95,2294.97,2290.73,2291.95,2290.9
Finland,12179.39,13013.43,13310.66,13651.08,14286.51,14994.04,15292.39,15539.68,15826.39,17354.72,18267.24,18674.2,19999.35,21274.91,21848.79,22144.63,22154.01,22145.03,22726.26,24282.66,25511.78,25737.62,26389.26,27049.88,27776.87,28642.78,29336.51,30299.08,31787.38,33283.95,33359.01,31224.38,30026.55,29683.99,30727.86,31901.84,32963.47,34947.38,36756.74,38277.61,40403.55,41363.69,41967.97,42706.92,44283.16,45358.56,47004.62,49285.27,49440.97,45231.96,46459.97,47423.21,46538.58,45906.8,45550.5,45647.49,46750.21,48086.67,48805.74,49241.08
Fiji,1773.78,1774.1,1775.23,1824.81,1853.28,1751.06,1705.35,1887.18,1991.85,2000.41,2207.49,2310.41,2432.08,2659.19,2673.94,2635.85,2657.6,2763.98,2764.26,3041.29,2927.89,3038.08,2782.68,2605.36,2763.61,2594.29,2768.65,2574.24,2594.72,2781.33,2926.57,2821.12,2956.75,2977.75,3086.1,3123.21,3235.73,3131.21,3142.5,3392.98,3315.95,3370.14,3472.31,3503.51,3681.15,3690.02,3729.93,3661.41,3659.09,3573.39,3652.53,3735.56,3781.18,3957.73,4175.42,4359.22,4449.31,4663.66,4795.19,4810.95
France,12743.93,13203.32,13911.26,14572.28,15337.08,15893.05,16557.48,17219.87,17852.72,18978.69,19984.59,20880.89,21648.55,22842.67,23654.18,23279.81,24164.73,24888.18,25772.3,26577.75,26877.72,27033.33,27567.08,27757.29,28020.46,28315.83,28814.17,29383.96,30604.4,31761.25,32524.06,32683.35,33041.36,32691.68,33338.34,33917.93,34275.61,34952.52,36073.64,37116.41,38309.44,38786.09,38942.28,38985.54,39794.64,40152.69,40850.36,41582.8,41456.48,40058.68,40638.33,41329.04,41258.27,41282.99,41480.77,41793.54,42140.04,43015.21,43720.03,44317.39
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48530.23,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,2321.37,2295.07,2302.24,2330.92,2361.77,2473.76,2506.45,2644.6,2578,2720.37,2614.54,2452.47,2528.72,2573.63,2707.56,2772.16,2791.05,2838.35,2758.04,2827.51,2845.54,2818.09,2774.15,2819.94,2885.45,2961.94,2877.27,2734.24,2633.41,2718.46,2710.08,2751.71,2728.62,
Gabon,4366.39,4962.91,5275.37,5528.72,5699.96,6076.95,6236.87,6365.23,6389.91,6764.36,7205.91,7795.67,8522.1,9220.78,12622.25,14747.23,19581.67,16741.92,12424.92,12189.53,12198.85,12504.2,11811.81,12153.96,12724.89,12097.56,11676.5,9410.74,10328.8,10905.06,11159.85,11522.88,10868.35,10998.89,11110.79,11365.74,11481.35,11838.28,11949.28,10618.79,10170.26,10142.65,9879.35,9859.25,9679.07,9675.43,9143.47,9413.58,8826.63,8554.28,8849.36,9136.61,9258.88,9418.22,9476.6,9521.29,9429.05,9212.97,9051.28,9128.88
United Kingdom,13934.03,14198.67,14233.96,14816.48,15535.03,15766.2,15926.17,16282.03,17084.58,17341.05,17923.41,18474.25,19207.41,20420.98,19901.09,19609.27,20184.92,20687.81,21556.43,22344.52,21864.48,21684.69,22125.2,23051.43,23537.21,24457.83,25169.97,26470.98,27926.32,28571.68,28695.41,28291.24,28328,28963.8,30001.27,30679.54,31363.97,32489.21,33575.41,34610.86,35672.91,36592.81,37285.18,38331.61,39018.95,39984.17,40798.07,41465.55,41024.81,38986.14,39435.84,39731.49,40039.7,40623.36,41376.75,42017.14,42499.78,43010.71,43324.05,43688.44
Georgia,,,,,,1872.97,1991.21,2095.01,2168.61,2251.07,2498.12,2533.35,2579.01,2722.12,2936.29,3129.83,3296.81,3500.24,3738.39,3984.47,4131.84,4313.94,4363.19,4511.07,4715.45,4905.27,4464.43,4484.49,4686.99,4338.34,3697.78,2897.09,1583.98,1111.3,1011.17,1077.19,1242.11,1417.51,1498.14,1573.16,1633.54,1738.8,1850.51,2069.08,2202.57,2429.17,2673.15,3025.14,3107.73,3021,3233.3,3500.53,3751,3898.55,4069.42,4185.81,4304.9,4512.76,4734.38,4985.82
Ghana,1056.73,1058.96,1067.61,1079.81,1070.76,1055.27,984.64,991.04,972.1,1006.51,1077.14,1103.3,1045.96,1046.22,1088.61,930.67,879.04,882.06,939.22,897.38,881.16,828.4,749.35,693.95,731.35,745.86,761.92,775.64,796.09,812.89,816.08,834.66,842.33,858.32,862.29,873.89,890.63,904.87,924.27,941.59,952.8,966.94,986.02,1012.1,1042.55,1076.62,1116.63,1135.49,1207.83,1234.54,1299.34,1446.37,1543.76,1618.6,1627.76,1625.91,1644.6,1739.47,1808.33,1884.28
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,513.19,514.42,530.31,535,541.89,540.51,543.14,555.56,562.61,573.27,583.27,597.61,603.73,611.66,612.82,621.93,641.17,636.79,639.09,644.96,638.7,667.2,679.03,656.21,672.42,694.6,719.7,731.56,741.04,750.47,809.95,869.32,897.27,920.83
"Gambia, The",,,,,,,697.21,678.98,723.69,720.58,743.21,721.43,702.15,744.42,764.36,832.47,865.11,865.46,889.62,849.01,873.25,874.36,841.4,903.54,902.62,859.64,854.81,833.77,828.79,837.21,830.75,824.57,823.56,821.66,797.85,780.38,773.39,786.67,789.47,814.34,832.68,853.53,799.81,827.83,858.6,812.77,784.02,784.04,808.71,837.33,860.64,767.16,783.27,781.68,747.71,754.99,747,760.12,786.37,809.36
Guinea-Bissau,,,,,,,,,,,492.27,464.18,484.22,480.64,494.93,527.96,550.87,510.5,577.21,586.76,488.77,568.74,580.49,547.39,582.47,592.21,574.1,577.66,591.09,613.51,636.6,654.13,646.53,645.51,651.85,666.46,729.06,761.58,537.21,532.23,549.82,550.04,532.75,523.73,525.82,535.44,534.82,538.99,542.65,546.95,557.63,587.14,561.99,565.05,555.61,574.49,594.98,614.44,622.08,634.91
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,660.13,660.06,626.59,607.61,570.54,606.55,565.27,568.84,566.23,543.23,517.68,496.21,647.08,694.6,782.54,886.67,1422.37,3418.96,4064.86,4903.68,5563.39,8722.73,9997.55,10923.53,14437.57,16122.87,16591.25,18261.04,20532.95,19868.07,17288.86,17610.31,18254.1,16764.43,16146.07,14093.81,12358.3,11225.37,10134.63,9237.72
Greece,6259.79,7030.36,7014.09,7815.86,8520.35,9393.78,9930.32,10408.21,11085.64,12322.43,13392.31,14379.9,15738.28,16934.8,15786.27,16634.47,17500.31,17782.12,18825.09,19202.06,19143.12,18677.48,18352.44,18049.18,18320.58,18707.57,18742.32,18257.8,18971.64,19590.07,19383.93,19746.38,19733.29,19303.67,19591.4,19909.53,20389.32,21198.79,21902.74,22489.32,23275.44,24111.42,24965.59,26349.28,27614.41,27698.51,29176.39,30054.89,29874.74,28514.81,26917.76,24495.71,22830.53,22251.26,22565.68,22615.39,22666.29,23052.99,23546.64,24024.23
Grenada,,,,,,,,,,,,,,,,,,2944.47,3140.95,3335.66,3301.73,3294.11,3337.33,3354.21,3387.2,3536.98,3782.17,4157.58,4338.34,4557.35,4769.4,4829.01,4753.17,4609.54,4634.67,4689.19,4862.73,5078.16,5649.77,6015.28,6284.7,6132.69,6319.93,6893.37,6826.29,7709.15,7382.16,7815.07,7869.22,7325.67,7257.76,7274.72,7147.19,7266.29,7747.5,8194.24,8449.31,8775.9,9091.76,9330.04
Greenland,,,,,,,,,,,15656.47,17401.32,18055.46,19008.83,19890.56,19978.73,21126.72,23130.2,24621.56,25610.1,27499.38,27248.1,25790.97,26375.34,24724.46,25387.61,27036.99,28211.92,29412.24,31087.32,27295.95,27314.11,26011.63,24748.53,26073.03,26899.8,27262.41,27613.48,29702.69,30111.96,32193,32514.76,32051.67,33379.58,35593.43,37352.89,39539.92,40626.78,43305.7,43684.59,43988.33,43781.46,44454.37,44131.25,46378.38,45351.14,47413.62,47647.65,49311.77,
Guatemala,1490.73,1509.82,1517.98,1614.92,1641.55,1665.01,1708.21,1730.3,1832.37,1870.11,1927.89,1986.61,2082.3,2172.41,2258.53,2251.18,2363.95,2491.85,2556.85,2614.16,2645.62,2594.64,2437.06,2310.76,2259.48,2184.71,2128.21,2143.46,2166.09,2190.21,2197.25,2217.2,2264.25,2293.91,2327.74,2383.74,2395.98,2442.26,2504.36,2539.81,2568.19,2565.71,2604.38,2612.69,2638.35,2668.36,2755.51,2871.9,2909.51,2870.31,2898.94,2965.15,2999.42,3056.15,3137.26,3210.87,3242.64,3286.74,3338.55,3413.27
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27723.46,27882.71,29603.77,30592.16,29375.28,29578.39,30054.01,30112.63,30700.43,30690.44,31252.66,31741.52,32169.56,32151.91,32027.58,31847.65,31477.27,
Guyana,1698.54,1725.53,1695.64,1448.52,1574.46,1702.98,1757.98,1803.02,1794.22,1893.23,1948.07,1984.08,1896.3,1898.94,2023.23,2171.34,2180.56,2099.84,2041.3,1988.01,2012.37,2038.35,1770.59,1655.19,1579.52,1627.47,1625.44,1655.22,1608.54,1539.82,1497.16,1585.37,1698.94,1824.32,1967.58,2060.08,2225.42,2371.77,2344.92,2427.55,2403.93,2463.71,2493.01,2476.07,2512.77,2462.34,2588.03,2769.21,2822.65,2919.4,3033.25,3179.86,3332.7,3482.02,3598.35,3688.69,3793.31,3853.71,3992.23,4159.61
Hong Kong,,3380.68,3703.56,4142.35,4392.28,4904.81,4948.82,4902.69,4962.75,5438.18,5796.19,6086.23,6604.26,7208.95,7153.36,7053.53,8091.4,8910.59,9473.48,10006.2,10727.36,11448.78,11604.93,12113.1,13190.94,13148.79,14421.73,16190.2,17421.21,17634.26,18251.02,19132.37,20155.32,21040.62,21813.81,21893.78,21835.11,22758.38,21241.51,21566.99,23015.97,22975.11,23252.53,24010.54,25896.71,27688.77,29446.28,31081.56,31553.63,30711.49,32550,33888.49,34086.31,35002.52,35717.68,36260.58,36818.5,37929.43,38704.3,37957.07
Honduras,1095.99,1085.56,1116.59,1124.72,1152.7,1221.53,1250.51,1287.09,1332.19,1301.89,1309.8,1322.47,1357.91,1421.92,1363.03,1350.57,1447.45,1549.3,1591.76,1629.89,1589.9,1523,1446.51,1415.91,1460.74,1497.4,1531.06,1585.26,1566.45,1563.17,1561.22,1466.98,1512.73,1566.28,1525.88,1574.9,1559.08,1584.67,1595.46,1539.97,1607.68,1608.07,1625.74,1657.31,1717.9,1778.85,1852.14,1922.87,1960.94,1873.39,1904.35,1939.34,1982.01,2000.79,2025.81,2067.29,2111.19,2176.3,2219.44,2241.24
Heavily indebted poor countries (HIPC),646.1,631.11,659.12,662.93,668.5,678.96,678.36,673.71,684.91,696.74,709.51,719.97,712.84,713.82,734.84,730.6,740.37,747.86,745.45,729.94,712.11,718.83,708.32,694.91,685.42,679.27,682.11,685.03,674.2,669.58,647.68,633.12,611.22,597.03,579.73,591.41,604.3,612.59,617.53,620.09,619.39,628.11,632.56,642.67,659.06,679.17,701.67,726.15,749.04,759.97,779.14,798.09,818.14,840.96,862.85,880.53,895.62,915.63,927.86,939.72
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8568.43,9193.53,9862.34,10066.07,10026.95,10458.38,11232.37,11800.07,12462.08,12976.93,13519.35,14192.08,14942.76,15207.51,14103.13,13923.63,13928.5,13658.52,13621.48,13662.86,14111.66,14705.62,15350.44,15905.57,16454.45
Haiti,993.25,945.59,1000.57,962.81,928.84,930.85,907.88,871.79,882.67,899.59,889.46,930.99,924.51,952.47,990.39,983.64,1046.71,1064.41,1107.61,1166.28,1225,1163.21,1095.78,1079.9,1058.14,1040.57,1012.82,983.49,965.13,918.05,909.11,908.06,843.29,782.44,676.1,729.37,745.82,752.31,755.19,762.2,755.68,735.19,721.17,711.92,675.68,676.79,680.94,692.55,687.45,697.69,665.63,691.89,701.45,720.71,730.31,729.12,729.86,728.85,730.3,714.48
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8857.52,8589.47,8549.73,8813.76,8957.5,8980.3,9281.24,9665.67,9990.77,10465.42,10916.81,11467.01,11969.62,12574.71,13134.43,13685.17,13739.58,13909.32,12997.58,13113.53,13389.96,13261.2,13558.8,14165.71,14745.49,15114.43,15809.77,16636.2,17466.03
IBRD only,1095.28,1111.05,1132.52,1159.12,1222.15,1261.47,1293.7,1322.48,1381.41,1449.55,1521.9,1581.12,1650.91,1736.76,1799.73,1840.35,1927.31,1971.98,1998.21,2044.25,2089.05,2091.13,2105.97,2091.32,2145.73,2197.87,2249.75,2314.06,2356.98,2382.03,2389.42,2374.24,2358.92,2393.7,2421.72,2477.44,2564.05,2656.35,2675.19,2725.85,2845.31,2905.37,2991.63,3117.21,3321.63,3513.67,3753.06,4030.53,4212.09,4254.4,4520.59,4744.62,4935.65,5130.32,5300.08,5455.16,5637.83,5863.19,6083.19,6271.06
IDA & IBRD total,1025.44,1036.23,1057.15,1082.21,1136.77,1171.59,1195.43,1210.83,1260.16,1324.32,1395.07,1449.45,1505.02,1577.63,1636.51,1663.19,1738.19,1776.26,1792.63,1830.42,1866.09,1859.51,1864.99,1844.9,1885.26,1927.45,1967.64,2018.4,2053.31,2070.95,2076.03,2059.21,2042.54,2064.38,2080.63,2122.71,2191.32,2262.12,2274.4,2311.45,2403.71,2449.95,2518.3,2616.37,2778.26,2929.14,3116.19,3332.28,3471.22,3502.76,3707.51,3876.34,4019.24,4167.72,4296.3,4408.39,4538.17,4701.82,4860.39,4991.24
IDA total,649.21,640.82,660.05,677.31,692.26,706.32,692.86,649.89,656.03,700.46,761.3,792.39,784.46,797.38,837.79,806.97,831.67,845.78,826.63,835,838.48,804.53,779.53,747.15,738.29,747.73,749.34,754.39,766.07,765.33,775.01,765.9,759.3,743.32,727.73,732.45,748.04,752.84,758.71,762.75,773.01,790.28,816.29,838.63,874.15,907.12,941.28,978.46,1006.74,1036.57,1074.34,1099.92,1124.99,1165.48,1205.32,1226,1237.67,1261.51,1287.69,1305.33
IDA blend,843.96,834.75,849.77,894.38,916.84,943.48,912.93,811.11,805.59,914.9,1057.57,1143.26,1157.84,1190.64,1261.34,1197.2,1237.79,1264.07,1213.89,1248.27,1275.17,1176.45,1125,1052.56,1036.89,1067.46,1063.02,1068.99,1102.55,1102.43,1143.15,1132.41,1135.93,1101.7,1080.66,1072.31,1093.43,1088.19,1089.64,1084.19,1098.12,1120.05,1177.38,1209.96,1272,1316.53,1359.88,1405.71,1431.66,1481.71,1536.69,1572.3,1604.91,1659.08,1717.26,1743.53,1730.59,1738.2,1760.11,1760.01
Indonesia,690.37,710.98,705.14,671.25,676.56,665.66,665.93,657.01,709.2,737.39,772.13,804.72,839.03,883.78,927.2,949.08,989.55,1050.29,1094.7,1147.24,1231.2,1298.07,1296.9,1320.99,1382.39,1386.73,1438.63,1480.23,1536.51,1621.12,1707.82,1794.42,1878.97,1968.42,2083.36,2220.08,2358.12,2433.34,2084.14,2071.52,2143.66,2191.57,2259.31,2335.59,2420.4,2524.22,2627.91,2757.89,2885.31,2979,3122.36,3270.62,3421.27,3563.3,3692.97,3824.27,3968.06,4120.52,4284.69,4450.72
IDA only,,572.55,596.38,597.22,608.63,615.74,612.36,604.13,618.36,624.77,637.87,635.91,611.88,611.96,634.84,621.57,636.29,641.68,639.6,629.32,615.36,620,608.87,598.48,592.4,588.26,592.81,596.84,594.44,592.84,583.46,575.01,562.38,556.82,544.14,556.64,569.42,579.94,588.31,597.8,606.22,621.41,630.5,647.84,669.53,696.85,726.57,759.54,789.43,808.33,836.67,856.48,877.33,910.39,940.23,957.73,983.05,1016.2,1045.14,1073.3
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,18519.2,18460.51,21677.23,23366.26,25570.61,26792.05,27504.44,27696.1,27788,28432.24,29474.43,30535.92,32554.93,34883.39,39018.39,43743.72,45515.96,47492.62,49885.12,52661.17,54956.46,57629.99,61319.19,64993.87,67152.22,67857.1,69766.52,71137.54,73720.51,77548.91,81902.31,81412.88,87381.79,90190.75,,
India,330.21,335.72,338.61,351.6,370.06,352.89,345.42,364.75,369.22,384.98,396.01,393.53,382.45,385.97,381.54,406.89,404.24,423.74,437.82,405.47,422.9,438.01,442.8,464.18,470.97,484.64,496.64,505.18,542.05,562.3,581.22,575.5,595.01,611.12,639.27,674.62,711.93,727.04,757.93,810.22,826.59,851.62,869.2,922.17,979.28,1040.31,1106.93,1173.88,1192.51,1268.25,1357.56,1410.43,1469.18,1544.62,1640.18,1751.66,1875.73,1986.63,2086.45,2169.14
